zona,enderecos_lista,area,quartos,aluguel
sul,"Rua Tabapuã, Itaim Bibi, São Paulo Zona Sul, São Paulo",55.0,2.0,2392
sul,"Rua Mauro, Saúde, São Paulo Zona Sul, São Paulo",51.0,2.0,1872
sul,"Avenida Miguel Estefno, Saúde, São Paulo Zona Sul, São Paulo",57.0,2.0,3000
sul,"Rua Doutor Guilherme Bannitz, Itaim Bibi, São Paulo Zona Sul, São Paulo",101.0,2.0,4000
sul,"Rua Doutor João Clímaco Pereira, Itaim Bibi, São Paulo Zona Sul, São Paulo",51.0,1.0,3060
sul,"Avenida Leonardo Da Vinci, Vila Guarani (z Sul), São Paulo Zona Sul, São Paulo",55.0,2.0,1750
sul,"Rua Rosa Gaeta Lazara, Brooklin Paulista, São Paulo Zona Sul, São Paulo",70.0,2.0,6000
sul,"Avenida Moema, Moema, São Paulo Zona Sul, São Paulo",75.0,1.0,5500
sul,"Rua Vapabussu, Jardim Aeroporto, São Paulo Zona Sul, São Paulo",73.0,2.0,4000
sul,"Rua Constantino De Sousa, Campo Belo, São Paulo Zona Sul, São Paulo",43.0,1.0,3200
sul,"Rua Henri Dunant, Santo Amaro, São Paulo Zona Sul, São Paulo",55.0,1.0,3900
sul,"Alameda Dos Anapurus, Indianópolis, São Paulo Zona Sul, São Paulo",65.0,1.0,2392
sul,"Rua Das Flechas, Vila Santa Catarina, São Paulo Zona Sul, São Paulo",47.0,2.0,3700
sul,"Avenida Santo Albano, Vila Vera, São Paulo Zona Sul, São Paulo",80.0,1.0,1400
sul,"Avenida Doutor Mário Vilas Boas Rodrigues, Jardim Dom Bosco, São Paulo Zona Sul, São Paulo",65.0,2.0,2700
sul,"Rua Tutóia, Vila Mariana, São Paulo Zona Sul, São Paulo",74.0,2.0,2500
sul,"Rua Tuim, Vila Uberabinha, São Paulo Zona Sul, São Paulo",155.0,3.0,11000
sul,"Rua Lacedemônia, Jardim Brasil (zona Sul), São Paulo Zona Sul, São Paulo",70.0,2.0,2500
sul,"Rua Professor Tamandare Toledo, Itaim Bibi, São Paulo Zona Sul, São Paulo",47.0,1.0,3060
sul,"Rua Danaides, Vila Anhangüera, São Paulo Zona Sul, São Paulo",65.0,2.0,2288
sul,"Avenida Vereador José Diniz, Santo Amaro, São Paulo Zona Sul, São Paulo",35.0,1.0,2700
sul,"Rua Pamplona, Jardim Paulista, São Paulo Zona Sul, São Paulo",60.0,1.0,2800
sul,"Rua Manoel Mateus, Vila Firmiano Pinto, São Paulo Zona Sul, São Paulo",16.0,1.0,1497
sul,"Alameda Fernão Cardim, Jardim Paulista, São Paulo Zona Sul, São Paulo",180.0,3.0,10000
sul,"Rua José Maria Lisboa, Jardim Paulista, São Paulo Zona Sul, São Paulo",115.0,3.0,5550
sul,"Alameda Lorena, Jardim Paulista, São Paulo Zona Sul, São Paulo",42.0,1.0,3400
sul,"Alameda Anapurus, Indianópolis, São Paulo Zona Sul, São Paulo",128.0,3.0,3360
sul,"Rua Professor José Leite E Oiticica, Vila Gertrudes, São Paulo Zona Sul, São Paulo",50.0,1.0,2460
sul,"Rua Belmiro De Almeida, Bosque Da Saúde, São Paulo Zona Sul, São Paulo",110.0,3.0,3400
sul,"Avenida Cupecê, Jardim Prudência, São Paulo Zona Sul, São Paulo",70.0,2.0,2800
sul,"Rua Visconde De Inhaúma, Vila Da Saúde, São Paulo Zona Sul, São Paulo",35.0,1.0,2850
sul,"Rua Guararapes, Brooklin Paulista, São Paulo Zona Sul, São Paulo",110.0,2.0,6000
sul,"Rua Albuquerque Sousa Muniz, Vila Alexandria, São Paulo Zona Sul, São Paulo",60.0,3.0,1700
sul,"Rua José Ramon Urtiza, Vila Andrade, São Paulo Zona Sul, São Paulo",96.0,2.0,2400
sul,"Rua Aracuípe, Jardim Prudência, São Paulo Zona Sul, São Paulo",58.0,1.0,2400
sul,"Rua Alvorada, Vila Olímpia, São Paulo Zona Sul, São Paulo",105.0,2.0,4500
sul,"Rua Jandiroba, Jardim Oriental, São Paulo Zona Sul, São Paulo",45.0,1.0,945
sul,"Rua Luís Correia De Melo, Vila Cruzeiro, São Paulo Zona Sul, São Paulo",39.0,1.0,2100
sul,"Rua Barão Do Triunfo, Brooklin Paulista, São Paulo Zona Sul, São Paulo",108.0,3.0,3570
sul,"Rua Diogo Jácome, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",50.0,1.0,3500
sul,"Rua Luís Correia De Melo, Vila Cruzeiro, São Paulo Zona Sul, São Paulo",62.0,2.0,3350
sul,"Itu, Jardim Paulista, São Paulo Zona Sul, São Paulo",90.0,2.0,4050
sul,"Rua Henri Dunant, Santo Amaro, São Paulo Zona Sul, São Paulo",33.0,1.0,3060
sul,"Rua Teixeira Da Silva, Paraíso, São Paulo Zona Sul, São Paulo",140.0,3.0,3500
sul,"Avenida Jurema, Indianópolis, São Paulo Zona Sul, São Paulo",130.0,3.0,4300
sul,"Rua Rio Grande, Vila Mariana, São Paulo Zona Sul, São Paulo",94.0,3.0,3700
sul,"Rua José Benedito Salinas, Jardim Itapeva, São Paulo Zona Sul, São Paulo",67.0,2.0,2000
sul,"Rua Tutóia, Vila Mariana, São Paulo Zona Sul, São Paulo",68.0,2.0,3654
sul,"Rua Eça De Queiroz, Vila Mariana, São Paulo Zona Sul, São Paulo",89.0,3.0,3200
sul,"Rua Ernest Renan, Paraisópolis, São Paulo Zona Sul, São Paulo",120.0,2.0,2200
sul,"Rua Itapiru, Saúde, São Paulo Zona Sul, São Paulo",70.0,2.0,3000
sul,"Rua Domingos Augusto Setti, Jardim Vila Mariana, São Paulo Zona Sul, São Paulo",260.0,4.0,6000
sul,"Rua Paraguai, Jardim Paulista, São Paulo Zona Sul, São Paulo",90.0,2.0,6000
sul,"Rua Pamplona, Jardim Paulista, São Paulo Zona Sul, São Paulo",50.0,1.0,2400
sul,"Avenida Portugal, Brooklin Paulista, São Paulo Zona Sul, São Paulo",59.0,1.0,4080
sul,"Rua José Estevão De Magalhães, Vila Parque Jabaquara, São Paulo Zona Sul, São Paulo",59.0,2.0,1695
sul,"Rua Cosme Fonte Lira, Cupecê, São Paulo Zona Sul, São Paulo",180.0,4.0,4080
sul,"Rua Dona Eponina Afonseca, Granja Julieta, São Paulo Zona Sul, São Paulo",250.0,3.0,7500
sul,"Rua Professor Atílio Innocenti, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",43.0,1.0,3000
sul,"Rua Nova York, Brooklin Paulista, São Paulo Zona Sul, São Paulo",76.0,3.0,3960
sul,"Rua Oliveira Melo, Vila São José, São Paulo Zona Sul, São Paulo",140.0,2.0,1800
sul,"Rua Alvorada, Vila Olímpia, São Paulo Zona Sul, São Paulo",54.0,2.0,3264
sul,"Rua Antônio Tavares, Cambuci, São Paulo Zona Sul, São Paulo",95.0,2.0,2805
sul,"Rua Do Lavapés, Cambuci, São Paulo Zona Sul, São Paulo",35.0,1.0,1700
sul,"Avenida Santo Amaro, Brooklin Paulista, São Paulo Zona Sul, São Paulo",100.0,3.0,3060
sul,"Rua Indiana, Brooklin Paulista, São Paulo Zona Sul, São Paulo",130.0,2.0,11800
sul,"Rua Jacques Félix, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",65.0,1.0,3876
sul,"Alameda Lorena, Jardim Paulista, São Paulo Zona Sul, São Paulo",129.0,2.0,8000
sul,"Rua Carlos Petit, Vila Mariana, São Paulo Zona Sul, São Paulo",200.0,4.0,3314
sul,"Rua Bandeira Paulista, Itaim Bibi, São Paulo Zona Sul, São Paulo",102.0,3.0,4150
sul,"Rua Jesuíno Arruda, Itaim Bibi, São Paulo Zona Sul, São Paulo",74.0,1.0,4080
sul,"Alameda Dos Anapurus, Indianópolis, São Paulo Zona Sul, São Paulo",90.0,3.0,4000
sul,"Avenida Professor Rubens Gomes De Souza, Jardim Cordeiro, São Paulo Zona Sul, São Paulo",150.0,3.0,3600
sul,"Alameda Jaú, Jardim Paulista, São Paulo Zona Sul, São Paulo",45.0,1.0,2700
sul,"Rua Francisco Malafáia, Cupecê, São Paulo Zona Sul, São Paulo",179.0,3.0,3080
sul,"Avenida Jandira, Indianópolis, São Paulo Zona Sul, São Paulo",36.0,1.0,2300
sul,"Rua Nossa Senhora Do Socorro, Socorro, São Paulo Zona Sul, São Paulo",80.0,2.0,2062
sul,"Alameda Anapurus, Indianópolis, São Paulo Zona Sul, São Paulo",65.0,1.0,2350
sul,"Rua Do Rocio, Vila Olímpia, São Paulo Zona Sul, São Paulo",65.0,2.0,3500
sul,"Rua Juréia, Chácara Inglesa, São Paulo Zona Sul, São Paulo",65.0,2.0,1800
sul,"Avenida São Paulo Antigo, Real Parque, São Paulo Zona Sul, São Paulo",186.0,3.0,6800
sul,"Rua Breno Ferraz Do Amaral, Vila Firmiano Pinto, São Paulo Zona Sul, São Paulo",80.0,3.0,3000
sul,"Rua Tenente Negrão, Itaim Bibi, São Paulo Zona Sul, São Paulo",45.0,1.0,3350
sul,"Avenida Senador Teotônio Vilela, Cidade Dutra, São Paulo Zona Sul, São Paulo",70.0,2.0,1820
sul,"Rua Bento Branco De Andrade Filho, Jardim Dom Bosco, São Paulo Zona Sul, São Paulo",92.0,3.0,3650
sul,"Rua Antônio De Macedo Soares, Campo Belo, São Paulo Zona Sul, São Paulo",140.0,3.0,4500
sul,"Rua Juvenal Viêira Da Silva, Jardim Patente Novo, São Paulo Zona Sul, São Paulo",80.0,3.0,2400
sul,"Rua Batista Caetano, Aclimação, São Paulo Zona Sul, São Paulo",150.0,3.0,9000
sul,"Rua Nossa Senhora Das Mercês, Vila Das Mercês, São Paulo Zona Sul, São Paulo",63.0,2.0,1870
sul,"Rua Delegado Moraes Novaes, Vila Andrade, São Paulo Zona Sul, São Paulo",78.0,3.0,2900
sul,"Avenida Dos Ourives, Jardim São Savério, São Paulo Zona Sul, São Paulo",62.0,3.0,2020
sul,"Rua Sócrates, Vila Sofia, São Paulo Zona Sul, São Paulo",64.0,3.0,2420
sul,"Avenida Brigadeiro Luís Antônio, Jardim Paulista, São Paulo Zona Sul, São Paulo",50.0,1.0,1768
sul,"Avenida Açocê, Indianópolis, São Paulo Zona Sul, São Paulo",200.0,3.0,7200
sul,"Avenida Jacutinga, Indianópolis, São Paulo Zona Sul, São Paulo",60.0,2.0,3170
sul,"Rua Silva Bueno, Ipiranga, São Paulo Zona Sul, São Paulo",72.0,2.0,1750
sul,"Alameda Itu, Jardim Paulista, São Paulo Zona Sul, São Paulo",105.0,1.0,8100
sul,"Alameda Campinas, Jardim Paulista, São Paulo Zona Sul, São Paulo",36.0,1.0,2600
sul,"R. Nelson Gama De Oliveira - Vila Andrade, São Paulo - Sp, 05734-150, Brasil, Vila Andrade, São Paulo Zona Sul, São Paulo",145.0,3.0,3900
sul,"Visconde Da Luz, Vila Cruzeiro, São Paulo Zona Sul, São Paulo",67.0,3.0,3600
sul,"Rua Iuru, Vila Andrade, São Paulo Zona Sul, São Paulo",261.0,5.0,14750
sul,"Rua Leonardo Cerveira Varandas, Paraíso Do Morumbi, São Paulo Zona Sul, São Paulo",110.0,3.0,3000
sul,"Rua Doutor Nicolau De Sousa Queirós, Vila Mariana, São Paulo Zona Sul, São Paulo",140.0,3.0,4200
sul,"Rua Maracá, Vila Guarani (z Sul), São Paulo Zona Sul, São Paulo",47.0,2.0,1610
sul,"Avenida Santo Amaro, Brooklin Paulista, São Paulo Zona Sul, São Paulo",36.0,1.0,2250
sul,"Rua Professor Monjardino, Vila Sônia, São Paulo Zona Sul, São Paulo",104.0,3.0,4600
sul,"Rua José De Camargo, Vila Mariana, São Paulo Zona Sul, São Paulo",150.0,2.0,6000
sul,"Alameda Dos Jurupis, Indianópolis, São Paulo Zona Sul, São Paulo",120.0,2.0,9000
sul,"Alameda Casa Branca, Jardim Paulista, São Paulo Zona Sul, São Paulo",103.0,3.0,11500
sul,"Rua José Benedito Salinas, Jardim Itapeva, São Paulo Zona Sul, São Paulo",80.0,3.0,2200
sul,"Rua Doutor Paschoal Imperatriz, Vila Gertrudes, São Paulo Zona Sul, São Paulo",55.0,1.0,3400
sul,"Rua Visconde De Taunay, Vila Cruzeiro, São Paulo Zona Sul, São Paulo",172.0,3.0,4000
sul,"Rua Luís Correia De Melo, Vila Cruzeiro, São Paulo Zona Sul, São Paulo",57.0,1.0,3900
sul,"Rua Desembargador Aragão, Vila Mariana, São Paulo Zona Sul, São Paulo",64.0,2.0,4200
sul,"Alameda Lorena, Jardim Paulista, São Paulo Zona Sul, São Paulo",35.0,1.0,3000
sul,"Rua Coronel Francisco De Oliveira Simões, Paraíso Do Morumbi, São Paulo Zona Sul, São Paulo",67.0,3.0,1955
sul,"Rua Coronel Oscar Porto, Paraíso, São Paulo Zona Sul, São Paulo",94.0,3.0,4900
sul,"Alameda Lorena, Jardim Paulista, São Paulo Zona Sul, São Paulo",130.0,2.0,10500
sul,"Rua Luís De França Júnior, Vila Nova Caledônia, São Paulo Zona Sul, São Paulo",290.0,5.0,13000
sul,"Avenida Jules Rimet, Jardim Leonor, São Paulo Zona Sul, São Paulo",170.0,4.0,3270
sul,"Rua Visconde De Guaratiba, Vila Firmiano Pinto, São Paulo Zona Sul, São Paulo",140.0,2.0,2020
sul,"Rua Apeninos, Aclimação, São Paulo Zona Sul, São Paulo",30.0,1.0,2500
sul,"Avenida Macuco 240, Indianópolis, São Paulo Zona Sul, São Paulo",108.0,3.0,3500
sul,"Rua Bertioga, Chácara Inglesa, São Paulo Zona Sul, São Paulo",37.0,2.0,2120
sul,"Largo Senador Raul Cardoso, Vila Clementino, São Paulo Zona Sul, São Paulo",350.0,3.0,7000
sul,"Rua Brasília, Itaim Bibi, São Paulo Zona Sul, São Paulo",110.0,3.0,4500
sul,"Rua Vigário Albernaz, Vila Gumercindo, São Paulo Zona Sul, São Paulo",150.0,2.0,4000
sul,"Rua Conde De Itu, Jardim Santo Amaro, São Paulo Zona Sul, São Paulo",80.0,2.0,3460
sul,"Rua Iraúna, Jardim Novo Mundo, São Paulo Zona Sul, São Paulo",468.0,4.0,15000
sul,"Rua Dos Tapes, Cambuci, São Paulo Zona Sul, São Paulo",69.0,2.0,2200
sul,"Rua Urussuí, Itaim Bibi, São Paulo Zona Sul, São Paulo",100.0,3.0,4200
sul,"Rua Joel Carlos Borges, Chácara Itaim, São Paulo Zona Sul, São Paulo",50.0,1.0,2260
sul,"Rua Vergueiro, Vila Firmiano Pinto, São Paulo Zona Sul, São Paulo",47.0,2.0,1800
sul,"Rua Maria Bucalem Haddad, Vila Firmiano Pinto, São Paulo Zona Sul, São Paulo",65.0,3.0,1850
sul,"Rua Gaspar Fernandes, Vila Monumento, São Paulo Zona Sul, São Paulo",69.0,3.0,2000
sul,"Rua Indiana, Brooklin Paulista, São Paulo Zona Sul, São Paulo",105.0,3.0,4500
sul,"Rua Oscar Pereira Da Silva, Itaim Bibi, São Paulo Zona Sul, São Paulo",240.0,3.0,14530
sul,"Rua Pascal, Campo Belo, São Paulo Zona Sul, São Paulo",60.0,2.0,4100
sul,"Avenida Barão De Campos Gerais, Real Parque, São Paulo Zona Sul, São Paulo",115.0,3.0,3000
sul,"Estrada Das Lágrimas, São João Climaco, São Paulo Zona Sul, São Paulo",50.0,3.0,1920
sul,"Rua Universal, Cantinho Do Céu, São Paulo Zona Sul, São Paulo",81.0,2.0,1522
sul,"Rua Bagé, Vila Mariana, São Paulo Zona Sul, São Paulo",78.0,2.0,3960
sul,"Rua Doutor Ivo Define Frasca, Vila Olímpia, São Paulo Zona Sul, São Paulo",100.0,2.0,4500
sul,"Avenida Itaboraí, Bosque Da Saúde, São Paulo Zona Sul, São Paulo",68.0,2.0,2320
sul,"Avenida Fagundes Filho, Vila Monte Alegre, São Paulo Zona Sul, São Paulo",52.0,2.0,2320
sul,"Rua Pedroso Alvarenga, Itaim Bibi, São Paulo Zona Sul, São Paulo",38.0,1.0,2970
sul,"Avenida Itaboraí, Bosque Da Saúde, São Paulo Zona Sul, São Paulo",65.0,2.0,2900
sul,"Rua Peixoto Gomide, Jardim Paulista, São Paulo Zona Sul, São Paulo",110.0,3.0,2750
sul,"Rua Américo Alves Pereira Filho, Morumbi, São Paulo Zona Sul, São Paulo",225.0,3.0,6340
sul,"Avenida Pedro Bueno, Jabaquara, São Paulo Zona Sul, São Paulo",180.0,4.0,3170
sul,"Rua Vieira De Morais, Campo Belo, São Paulo Zona Sul, São Paulo",65.0,2.0,3170
sul,"Rua Heitor Peixoto, Cambuci, São Paulo Zona Sul, São Paulo",70.0,2.0,5000
sul,"Rua José Maria Lisboa, Jardim Paulista, São Paulo Zona Sul, São Paulo",240.0,3.0,10000
sul,"Rua Abílio Soares, Paraíso, São Paulo Zona Sul, São Paulo",71.0,2.0,7000
sul,"Rua Batataes, Jardim Paulista, São Paulo Zona Sul, São Paulo",60.0,2.0,4200
sul,"Dona Ana Nery 569, Cambuci, São Paulo Zona Sul, São Paulo",28.0,1.0,1100
sul,"Rua Dona Ana Nery 569, Cambuci, São Paulo Zona Sul, São Paulo",100.0,3.0,2000
leste,"Rua Acariabu 38, Vila Nova York, São Paulo Zona Leste, São Paulo",100.0,3.0,1600
leste,"Rua Maciel Filho, Jardim Danfer, São Paulo Zona Leste, São Paulo",35.0,1.0,700
leste,"Rua Manuel De Mattos Godinho, Jardim Matarazzo, São Paulo Zona Leste, São Paulo",60.0,2.0,800
leste,"Rua Ibitirama, Vila Prudente, São Paulo Zona Leste, São Paulo",70.0,2.0,1300
leste,"Rua Condado Do Norte, Jardim Fernandes, São Paulo Zona Leste, São Paulo",27.0,1.0,700
leste,"Vila Ema, São Paulo Zona Leste, São Paulo",44.0,2.0,1300
leste,"Cidade Patriarca, São Paulo Zona Leste, São Paulo",46.0,2.0,1350
leste,"Rua São Diogo, Vila Araguaia, São Paulo Zona Leste, São Paulo",72.0,2.0,1730
leste,"Moóca, São Paulo Zona Leste, São Paulo",50.0,2.0,1400
leste,"Alto Da Mooca, São Paulo Zona Leste, São Paulo",50.0,,1650
leste,"Parque Da Vila Prudente, São Paulo Zona Leste, São Paulo",100.0,3.0,2900
leste,"Moóca, São Paulo Zona Leste, São Paulo",78.0,3.0,2400
leste,"Moóca, São Paulo Zona Leste, São Paulo",315.0,,12000
leste,"Rua Dentista Barreto,
                313, Vila Carrão, São Paulo Zona Leste, São Paulo",350.0,,9000
leste,"Rua Doutor João Gualberto De Oliveira, Vila Santana, São Paulo Zona Leste, São Paulo",50.0,2.0,1050
leste,"Moóca, São Paulo Zona Leste, São Paulo",127.0,3.0,3000
leste,"Vila Bertioga, São Paulo Zona Leste, São Paulo",85.0,3.0,2500
leste,"Rua Demerval Da Fonseca,
                161, Jardim Santa Terezinha (zona Leste), São Paulo Zona Leste, São Paulo",55.0,2.0,1100
leste,"Rua Crubixas, Vila Araguaia, São Paulo Zona Leste, São Paulo",65.0,3.0,1200
leste,"Parque Da Mooca, São Paulo Zona Leste, São Paulo",750.0,,15000
leste,"Avenida São Miguel, Vila Norma, São Paulo Zona Leste, São Paulo",883.0,,8000
leste,"Rua Isabel, Vila Esperança, São Paulo Zona Leste, São Paulo",68.0,3.0,1400
leste,"Vila Moreira, São Paulo Zona Leste, São Paulo",,2.0,1800
leste,"Rua Tijuco Preto,
                744, Tatuapé, São Paulo Zona Leste, São Paulo",200.0,,20000
leste,"Avenida Dedo De Deus, Vila Formosa, São Paulo Zona Leste, São Paulo",33.0,1.0,1450
leste,"Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",50.0,2.0,2100
leste,"Vila Canero, São Paulo Zona Leste, São Paulo",30.0,,750
leste,"Rua Apaúra, Vila Silvia, São Paulo Zona Leste, São Paulo",39.0,2.0,1000
leste,"Travessa Maria Pinto Labiapari, Vila Verde, São Paulo Zona Leste, São Paulo",40.0,1.0,750
leste,"Vila Cláudia, São Paulo Zona Leste, São Paulo",24.0,,900
leste,"Alto Da Mooca, São Paulo Zona Leste, São Paulo",75.0,2.0,1700
leste,"Rua Da Mooca, Moóca, São Paulo Zona Leste, São Paulo",18.0,1.0,890
leste,"Rua Alcides Prado, Vila Euthalia, São Paulo Zona Leste, São Paulo",40.0,1.0,850
leste,"Rua Tijuco Preto, 1324, Tatuapé, São Paulo Zona Leste, São Paulo",250.0,,5500
leste,"Penha De Franca, São Paulo Zona Leste, São Paulo",308.0,,5500
leste,"Rua Doutor Joaquim Augusto De Camargo, Parque Boturussu, São Paulo Zona Leste, São Paulo",40.0,1.0,600
leste,"Rua Cantagalo   , 74, Tatuapé, São Paulo Zona Leste, São Paulo",100.0,,5500
leste,"Rua Da Mooca, Moóca, São Paulo Zona Leste, São Paulo",70.0,2.0,1350
leste,"Rua Pretória, Vila Formosa, São Paulo Zona Leste, São Paulo",69.0,3.0,1310
leste,"Jardim Anália Franco, São Paulo Zona Leste, São Paulo",200.0,3.0,8000
leste,"Rua Soriano De Sousa, Tatuapé, São Paulo Zona Leste, São Paulo",30.0,1.0,1720
leste,"Rua Antônio José Henriques, Vila Paranaguá, São Paulo Zona Leste, São Paulo",35.0,1.0,600
leste,"Rua Coronel Marques Santiago, Vila Tolstoi, São Paulo Zona Leste, São Paulo",35.0,1.0,820
leste,"Rua Doutor João Joaquim Gouvêia, Parque Boturussu, São Paulo Zona Leste, São Paulo",60.0,1.0,900
leste,"Rua Ibitirama, Vila Prudente, São Paulo Zona Leste, São Paulo",55.0,2.0,1900
leste,"Rua Augusto Carlos Bauman, Itaquera, São Paulo Zona Leste, São Paulo",41.0,2.0,1050
leste,"Rua Da Mooca, Moóca, São Paulo Zona Leste, São Paulo",20.0,1.0,1290
leste,"Rua Professor Brito Machado, Itaquera, São Paulo Zona Leste, São Paulo",68.0,3.0,1310
leste,"Rua Canuto Saraiva, Moóca, São Paulo Zona Leste, São Paulo",63.0,2.0,1820
leste,"Rua Doutor Raul Da Rocha Medeiros, Tatuapé, São Paulo Zona Leste, São Paulo",85.0,2.0,1560
leste,"Rua João Lopes De Lima, Jardim Sapopemba, São Paulo Zona Leste, São Paulo",80.0,2.0,980
leste,"Rua Matias João Tavares, Vila Caxambu, São Paulo Zona Leste, São Paulo",42.0,1.0,750
leste,"Avenida Montemagno, Vila Formosa, São Paulo Zona Leste, São Paulo",124.0,3.0,7000
leste,"Rua Maracanã Guaçu, Jardim São Francisco (zona Leste), São Paulo Zona Leste, São Paulo",48.0,2.0,1000
leste,"Rua Ibitirama, Vila Prudente, São Paulo Zona Leste, São Paulo",53.0,2.0,1920
leste,"Rua Dom Aquino Correia, Parque São Jorge, São Paulo Zona Leste, São Paulo",35.0,1.0,1000
leste,"Travessa Maria Pinto Labiapari, Vila Verde, São Paulo Zona Leste, São Paulo",100.0,2.0,1200
leste,"Rua Amaro Bezerra Cavalcanti, Vila Matilde, São Paulo Zona Leste, São Paulo",73.0,3.0,2500
leste,"Avenida Celso Garcia, Tatuapé, São Paulo Zona Leste, São Paulo",65.0,3.0,2486
leste,"Rua Celso De Azevedo Marques, Parque Da Mooca, São Paulo Zona Leste, São Paulo",125.0,3.0,3000
leste,"Rua Teixeira De Melo, Tatuapé, São Paulo Zona Leste, São Paulo",70.0,3.0,2500
leste,"Rua Do Acre, Vila Bertioga, São Paulo Zona Leste, São Paulo",49.0,1.0,1600
leste,"Avenida Vila Ema, Vila Ema, São Paulo Zona Leste, São Paulo",50.0,2.0,1300
leste,"Rua Dona Vitória Speers, Vila Formosa, São Paulo Zona Leste, São Paulo",22.0,1.0,870
leste,"Rua Salvador Mastropietro, Vila Prudente, São Paulo Zona Leste, São Paulo",77.0,2.0,1872
leste,"Rua Rupiara, Vila Nova Manchester, São Paulo Zona Leste, São Paulo",100.0,2.0,1600
leste,"Rua Henrique Casela, Jardim América Da Penha, São Paulo Zona Leste, São Paulo",47.0,2.0,1500
leste,"Rua Javari, Moóca, São Paulo Zona Leste, São Paulo",54.0,1.0,1100
leste,"Rua Engenheiro Guilherme Cristiano Frender, Vila Antonieta, São Paulo Zona Leste, São Paulo",68.0,3.0,1470
leste,"Rua Martins Carrilho, Vila Oratório, São Paulo Zona Leste, São Paulo",180.0,3.0,5000
leste,"Rua Flor Do Olimpo, Vila Jacuí, São Paulo Zona Leste, São Paulo",70.0,2.0,1220
leste,"Rua Paranatama, Itaquera, São Paulo Zona Leste, São Paulo",165.0,4.0,2950
leste,"Rua Costeira, Jardim Arize, São Paulo Zona Leste, São Paulo",46.0,1.0,900
leste,"Rua Bernardo Vieira, Vila Laís, São Paulo Zona Leste, São Paulo",90.0,2.0,1950
leste,"Rua Tocandira, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",46.0,1.0,770
leste,"Rua Ajara, Maranhão, São Paulo Zona Leste, São Paulo",30.0,1.0,1100
leste,"Rua Dos Financeiros, Vila Bancária, São Paulo Zona Leste, São Paulo",65.0,2.0,2500
leste,"Rua Amarais, Vila Carrão, São Paulo Zona Leste, São Paulo",40.0,1.0,1300
leste,"Rua Manuel Sequeira E Sá, Jardim Independencia, São Paulo Zona Leste, São Paulo",76.0,2.0,1400
leste,"Rua Marechal Barbacena, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",126.0,3.0,1872
leste,"Rua Costa Barros, Sítio Pinheirinho, São Paulo Zona Leste, São Paulo",44.0,2.0,1500
leste,"Rua Tabatinguera, Cidade Tiradentes, São Paulo Zona Leste, São Paulo",30.0,1.0,1170
leste,"Rua Cristóvão De Figueiredo, Jardim Belém, São Paulo Zona Leste, São Paulo",120.0,2.0,1500
leste,"Rua Francisco Coimbra, Penha De Franca, São Paulo Zona Leste, São Paulo",73.0,2.0,1800
leste,"Rua Engenheiro Guilherme Cristiano Frender, Vila Antonieta, São Paulo Zona Leste, São Paulo",49.0,2.0,1100
leste,"Rua Serra De Juréa, Cidade Mãe Do Ceu, São Paulo Zona Leste, São Paulo",30.0,1.0,1800
leste,"Rua José Macedo, Vila Macedópolis, São Paulo Zona Leste, São Paulo",30.0,1.0,945
leste,"Rua Jarinu, Cidade Mãe Do Ceu, São Paulo Zona Leste, São Paulo",32.0,1.0,1500
leste,"Rua Azevedo Soares, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",84.0,3.0,2200
leste,"Rua São Diogo, Vila Araguaia, São Paulo Zona Leste, São Paulo",72.0,2.0,1750
leste,"Rua Ibirajuba, Vila Silvia, São Paulo Zona Leste, São Paulo",50.0,2.0,1155
leste,"Rua Jaime Taveira, Chácara Cruzeiro Do Sul, São Paulo Zona Leste, São Paulo",52.0,2.0,1550
leste,"Rua Faustino Da Costa Santos, Jardim Santa Maria, São Paulo Zona Leste, São Paulo",160.0,3.0,2500
leste,"Rua Imbaçal, Parada Xv De Novembro, São Paulo Zona Leste, São Paulo",48.0,2.0,1260
leste,"Rua Capitão José Leite, Vila Matilde, São Paulo Zona Leste, São Paulo",119.0,2.0,1700
leste,"Rua Costa Barros, Vila Alpina, São Paulo Zona Leste, São Paulo",54.0,2.0,1260
leste,"Rua José Bauman, Jardim Redil, São Paulo Zona Leste, São Paulo",48.0,2.0,1610
leste,"Praça Visconde De Sousa Fontes, Parque Da Mooca, São Paulo Zona Leste, São Paulo",228.0,4.0,6200
leste,"Avenida Antônio Manograsso, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",200.0,3.0,2430
leste,"Rua Olímpio Portugal, Moóca, São Paulo Zona Leste, São Paulo",146.0,3.0,6000
leste,"Rua Anália Franco, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",270.0,4.0,4190
leste,"Rua Cândido Vale, Tatuapé, São Paulo Zona Leste, São Paulo",40.0,3.0,2620
leste,"Rua Natal Meira De Barros, Jardim Aricanduva, São Paulo Zona Leste, São Paulo",150.0,3.0,2420
leste,"Rua Coronel Donato, Vila Matilde, São Paulo Zona Leste, São Paulo",212.0,3.0,6000
