zona,enderecos_lista,area,quartos,aluguel
norte,"Rua Juan Arfe, Vila Cruz Das Almas, São Paulo Zona Norte, São Paulo",50.0,2.0,1800
norte,"Rua José De Medeiros, Vila Medeiros, São Paulo Zona Norte, São Paulo",150.0,4.0,3300
norte,"Rua Padre José Dos Santos, Santana, São Paulo Zona Norte, São Paulo",300.0,3.0,3000
norte,"Avenida Manoel Pedro Pímentel, Jardim Peri, São Paulo Zona Norte, São Paulo",70.0,3.0,2300
norte,"Ataliba Vieira, Vila Medeiros, São Paulo Zona Norte, São Paulo",1600.0,,25000
norte,"Rua Vitalina Moura, Vila Roque, São Paulo Zona Norte, São Paulo",50.0,2.0,1500
norte,"Rua Vitalina Moura, Vila Roque, São Paulo Zona Norte, São Paulo",50.0,2.0,2190
norte,"Rua Bartolomeu Faria, Vila Albertina, São Paulo Zona Norte, São Paulo",102.0,3.0,2060
norte,"Rua José Ataliba Ortiz, Vila Mangalot, São Paulo Zona Norte, São Paulo",55.0,2.0,1600
norte,"Rua Portão Preto, Vila Mangalot, São Paulo Zona Norte, São Paulo",51.0,2.0,1180
norte,"Rua Doutor Zuquim, Santana, São Paulo Zona Norte, São Paulo",180.0,2.0,3200
norte,"Rua Judith Zumkeller, Parque Mandaqui, São Paulo Zona Norte, São Paulo",50.0,2.0,3360
norte,"Rua Bela Vista Do Paraíso, Vila Palmeiras, São Paulo Zona Norte, São Paulo",52.0,2.0,2800
norte,"Rua Das Catileias, Vila Nova Mazzei, São Paulo Zona Norte, São Paulo",157.0,3.0,3360
norte,"Rua Gurupatuba, Vila Mazzei, São Paulo Zona Norte, São Paulo",180.0,3.0,3000
norte,"Rua Voluntários Da Pátria, Santana, São Paulo Zona Norte, São Paulo",195.0,4.0,5810
norte,"Avenida Mazzei, Vila Mazzei, São Paulo Zona Norte, São Paulo",15.0,1.0,750
norte,"Rua Xavier Kraus, Jardim Peri, São Paulo Zona Norte, São Paulo",36.0,2.0,2350
norte,"Rua Intendência, Jardim Brasília (zona Norte), São Paulo Zona Norte, São Paulo",43.0,2.0,1600
norte,"Avenida Mazzei, Vila Mazzei, São Paulo Zona Norte, São Paulo",15.0,1.0,750
norte,"Rua Maria Marcolina, Jardim Brasília (zona Norte), São Paulo Zona Norte, São Paulo",100.0,2.0,1664
norte,"Rua Dom Bento Pickel, Casa Verde Alta, São Paulo Zona Norte, São Paulo",100.0,1.0,1400
norte,"Rua Doutor Luís Barreto Filho, Vila Pereira Barreto, São Paulo Zona Norte, São Paulo",300.0,4.0,4000
norte,"Rua Manuel Cherem, Vila Paulista, São Paulo Zona Norte, São Paulo",55.0,2.0,2100
norte,"Rua Professor Luis Lucchini, Sítio Do Mandaqui, São Paulo Zona Norte, São Paulo",300.0,4.0,5000
norte,"Avenida Padre Pereira De Andrade, Jardim Peri, São Paulo Zona Norte, São Paulo",60.0,1.0,3000
norte,"Rua Anthémios De Tralles, Vila Nova Mazzei, São Paulo Zona Norte, São Paulo",115.0,3.0,2960
norte,"Rua Anacleto, Vila Isolina Mazzei, São Paulo Zona Norte, São Paulo",92.0,2.0,2350
norte,"Rua Capricho, Vila Nivi, São Paulo Zona Norte, São Paulo",96.0,3.0,2100
norte,"Rua Alphonsus De Guimaraens, Santana, São Paulo Zona Norte, São Paulo",141.0,3.0,4000
norte,"Rua Carlos Weber, Jardim Peri, São Paulo Zona Norte, São Paulo",146.0,3.0,4500
norte,"Rua Parambu, Parque Vitória, São Paulo Zona Norte, São Paulo",47.0,2.0,1550
norte,"Rua José Soriano De Sousa, Casa Verde Alta, São Paulo Zona Norte, São Paulo",72.0,2.0,1470
norte,"Praça Delegado Amoroso Neto, Jardim Das Laranjeiras, São Paulo Zona Norte, São Paulo",67.0,2.0,2000
norte,"Rua Tito Nicolau, Vila Amália, São Paulo Zona Norte, São Paulo",52.0,2.0,1340
norte,"Avenida Inajar De Souza, Limão, São Paulo Zona Norte, São Paulo",45.0,2.0,1700
norte,"Rua Garção Tinoco, Santana, São Paulo Zona Norte, São Paulo",64.0,2.0,2850
norte,"Rua Justino Alves Batista, Jardim Peri, São Paulo Zona Norte, São Paulo",55.0,2.0,1200
norte,"Rua Japira, Jardim França, São Paulo Zona Norte, São Paulo",500.0,4.0,4600
norte,"Rua Voluntários Da Pátria, Santana, São Paulo Zona Norte, São Paulo",40.0,1.0,2500
norte,"Rua Igapira, Santana, São Paulo Zona Norte, São Paulo",125.0,3.0,3330
norte,"Avenida Rangel Pestana, Jardim Brasília (zona Norte), São Paulo Zona Norte, São Paulo",32.0,1.0,1500
norte,"Rua Voluntários Da Pátria, Santana, São Paulo Zona Norte, São Paulo",40.0,1.0,2600
norte,"Rua Voluntários Da Pátria, Santana, São Paulo Zona Norte, São Paulo",40.0,1.0,2500
norte,"Rua Professor José Miziara, Santa Teresinha, São Paulo Zona Norte, São Paulo",78.0,2.0,1910
norte,"Rua Carlos Weber, Jardim Peri, São Paulo Zona Norte, São Paulo",74.0,2.0,2610
norte,"Rua Antônio Medusa, Vila Pereira Barreto, São Paulo Zona Norte, São Paulo",37.0,1.0,1750
norte,"Leôncio De Magalhães, Jardim São Paulo, São Paulo Zona Norte, São Paulo",54.0,2.0,1700
norte,"Rua José Debieux, Santana, São Paulo Zona Norte, São Paulo",54.0,2.0,1800
norte,"Rua Madrigais, Vila Nova Cachoeirinha, São Paulo Zona Norte, São Paulo",45.0,1.0,1750
norte,"Rua Alfredo Pujol, Santana, São Paulo Zona Norte, São Paulo",179.0,3.0,5330
norte,"Avenida Carlos Alberto Moretti, Jardim Peri, São Paulo Zona Norte, São Paulo",65.0,2.0,1500
norte,"Rua Da Cavalgada, Jardim Julieta, São Paulo Zona Norte, São Paulo",59.0,2.0,1380
norte,"Rua Piratininga, Jardim Brasília (zona Norte), São Paulo Zona Norte, São Paulo",40.0,1.0,1500
norte,"Rua Do Lucas, Jardim Brasília (zona Norte), São Paulo Zona Norte, São Paulo",51.0,2.0,1980
norte,"Rua Manuel Pitta, Vila Pita, São Paulo Zona Norte, São Paulo",55.0,2.0,3500
norte,"Travessa Álvaro Medina, Jardim Peri, São Paulo Zona Norte, São Paulo",58.0,2.0,2560
norte,"Rua Aureliano Leal, Água Fria, São Paulo Zona Norte, São Paulo",78.0,2.0,2713
norte,"Rua Miguel Helou, Parque Monteiro Soares, São Paulo Zona Norte, São Paulo",160.0,2.0,3500
norte,"Rua Ministro Romeiro Neto, Vila Basileia, São Paulo Zona Norte, São Paulo",46.0,1.0,1310
norte,"Avenida Guaca 00, Lauzane Paulista, São Paulo Zona Norte, São Paulo",684.0,,20000
norte,"Rua Ministro Romeiro Neto, Vila Basileia, São Paulo Zona Norte, São Paulo",46.0,1.0,1310
norte,"Rua Ministro Romeiro Neto, Vila Basileia, São Paulo Zona Norte, São Paulo",46.0,1.0,1310
norte,"Rua Ministro Romeiro Neto, Vila Basileia, São Paulo Zona Norte, São Paulo",46.0,1.0,1310
norte,"Rua Ministro Romeiro Neto, Vila Basileia, São Paulo Zona Norte, São Paulo",46.0,1.0,1310
norte,"Rua Voluntários Da Pátria, Santana, São Paulo Zona Norte, São Paulo",90.0,2.0,1460
norte,"General Ataliba Leonel, Parada Inglesa, São Paulo Zona Norte, São Paulo",65.0,2.0,1600
norte,"Rua Durval Moreira Do Amaral, Vila Marina, São Paulo Zona Norte, São Paulo",80.0,2.0,1650
norte,"Rua Padre Leão Peruche, Vila Mazzei, São Paulo Zona Norte, São Paulo",60.0,2.0,1250
norte,"Rua Ministro Romeiro Neto, Vila Basileia, São Paulo Zona Norte, São Paulo",46.0,1.0,1310
norte,"Rua Ministro Romeiro Neto, Vila Basileia, São Paulo Zona Norte, São Paulo",48.0,1.0,1310
norte,"Avenida Paulo Silva Araújo, Jardim São Paulo, São Paulo Zona Norte, São Paulo",40.0,1.0,2020
norte,"Rua Antônio Borges, Parque Edu Chaves, São Paulo Zona Norte, São Paulo",47.0,2.0,1470
norte,"Rua Alberto Arnoldi, Jardim Paraíso, São Paulo Zona Norte, São Paulo",70.0,1.0,1030
norte,"Das Cerejeiras, Jardim Japão, São Paulo Zona Norte, São Paulo",150.0,,3685
norte,"Rua Soror Angélica, Vila Ester (zona Norte), São Paulo Zona Norte, São Paulo",95.0,3.0,2184
norte,"Rua Doutor Carlos Botelho, Jardim Brasília (zona Norte), São Paulo Zona Norte, São Paulo",50.0,1.0,1200
norte,"Rua Doutor Olavo Egídio, Santana, São Paulo Zona Norte, São Paulo",60.0,1.0,3800
norte,"Rua Isolina, Jardim Carlu, São Paulo Zona Norte, São Paulo",60.0,2.0,1500
sul,"Nicolau Barreto 614, Brooklin Novo, São Paulo Zona Sul, São Paulo",73.0,2.0,870000
sul,"Rua Chapada De Minas 210, Vila Andrade, São Paulo Zona Sul, São Paulo",68.0,3.0,1350
sul,"Avenida Brigadeiro Luís Antônio, Jardim Paulista, São Paulo Zona Sul, São Paulo",110.0,3.0,3400
sul,"Rua Nossa Senhora Das Mercês, Vila Das Mercês, São Paulo Zona Sul, São Paulo",65.0,2.0,1050
sul,"Rua Abdo Ambuba, Vila Andrade, São Paulo Zona Sul, São Paulo",80.0,3.0,1500
sul,"Edgar De Campos 171, Vila Nair, São Paulo Zona Sul, São Paulo",80.0,2.0,1800
sul,"Rua Agostinho Gomes, Ipiranga, São Paulo Zona Sul, São Paulo",68.0,2.0,3200
sul,"Rua Marquês De Herval, 136, Vila Da Saúde, São Paulo Zona Sul, São Paulo",250.0,3.0,5500
sul,"Rua Leopoldo Couto De Magalhaes Junior, 1088, Itaim Bibi, São Paulo Zona Sul, São Paulo",61.0,1.0,5500
sul,"Rua Lima E Silva, 160, Ipiranga, São Paulo Zona Sul, São Paulo",260.0,4.0,5500
sul,"Rua Bacaetava, 66, Vila Gertrudes, São Paulo Zona Sul, São Paulo",95.0,2.0,5500
sul,"Rua Arapá, Vila Mascote, São Paulo Zona Sul, São Paulo",55.0,2.0,1600
sul,"Rua Durval Silva, Cidade Domitila, São Paulo Zona Sul, São Paulo",45.0,1.0,620
sul,"Rua Bueno De Andrade, Aclimação, São Paulo Zona Sul, São Paulo",45.0,1.0,1260
sul,"Rua Arandu, 205, Brooklin Paulista, São Paulo Zona Sul, São Paulo",90.0,,6200
sul,"Rua Tito Oliani, São João Climaco, São Paulo Zona Sul, São Paulo",40.0,1.0,780
sul,"Rua Vergueiro, 3169, Vila Mariana, São Paulo Zona Sul, São Paulo",45.0,1.0,1720
sul,"Avenida Itaboraí, Bosque Da Saúde, São Paulo Zona Sul, São Paulo",33.0,1.0,1820
sul,"Vila Olímpia, São Paulo Zona Sul, São Paulo",77.0,,5500
sul,"Rua Marechal Pimentel, Jardim Santa Cruz (sacomã), São Paulo Zona Sul, São Paulo",62.0,2.0,1341
sul,"Avenida Washington Luís, Santo Amaro, São Paulo Zona Sul, São Paulo",55.0,1.0,1400
sul,"Avenida Padre José Maria, Santo Amaro, São Paulo Zona Sul, São Paulo",110.0,3.0,2500
sul,"Avenida Sargento Geraldo Sant#39ana, Jardim Taquaral, São Paulo Zona Sul, São Paulo",74.0,3.0,1400
sul,"Rua Assungui, Vila Mariana, São Paulo Zona Sul, São Paulo",78.0,3.0,2080
sul,"Rua Doutor Neto De Araújo, Vila Mariana, São Paulo Zona Sul, São Paulo",50.0,1.0,2500
sul,"Rua Frei Rolim, Bosque Da Saúde, São Paulo Zona Sul, São Paulo",186.0,3.0,1510
sul,"Rua Leopoldo Couto De Magalhaes, 539, Itaim Bibi, São Paulo Zona Sul, São Paulo",45.0,1.0,5500
sul,"Rua Doutor Mario De Campos, Americanópolis, São Paulo Zona Sul, São Paulo",40.0,1.0,900
sul,"Rua Augusto Blasi, Jardim Celeste, São Paulo Zona Sul, São Paulo",59.0,2.0,1120
sul,"Avenida Dos Ourives, Jardim São Savério, São Paulo Zona Sul, São Paulo",60.0,2.0,1100
sul,"Rua Francisco José Da Silva, Vila Andrade, São Paulo Zona Sul, São Paulo",40.0,1.0,1502
sul,"Rua Dois De Julho, Ipiranga, São Paulo Zona Sul, São Paulo",34.0,1.0,1900
sul,"Rua Abdo Ambuba, Vila Andrade, São Paulo Zona Sul, São Paulo",80.0,3.0,1500
sul,"Rua Humberto I, Vila Mariana, São Paulo Zona Sul, São Paulo",16.0,1.0,3500
sul,"Avenida Ibijaú, Moema, São Paulo Zona Sul, São Paulo",96.0,3.0,5500
sul,"Avenida Doutor Mário Vilas Boas Rodrigues, Jardim Dom Bosco, São Paulo Zona Sul, São Paulo",100.0,3.0,4100
sul,"Rua Desembargador Aragão, Vila Mariana, São Paulo Zona Sul, São Paulo",64.0,2.0,4200
sul,"Avenida Mascote, Vila Mascote, São Paulo Zona Sul, São Paulo",86.0,3.0,2697
sul,"Avenida Doutor Cardoso De Melo, Vila Olímpia, São Paulo Zona Sul, São Paulo",43.0,1.0,3500
sul,"Alameda Itu, Jardim Paulista, São Paulo Zona Sul, São Paulo",90.0,2.0,3300
sul,"Rua Indiana, Brooklin Paulista, São Paulo Zona Sul, São Paulo",128.0,3.0,8000
sul,"Rua Virgillio Di Cicco, Bosque Da Saúde, São Paulo Zona Sul, São Paulo",70.0,2.0,2080
sul,"Rua Abagiba, Saúde, São Paulo Zona Sul, São Paulo",50.0,2.0,1650
sul,"Rua Fagundes Dias, Saúde, São Paulo Zona Sul, São Paulo",80.0,2.0,2198
sul,"Rua Dilermando Reis, Jardim Ubirajara (zona Sul), São Paulo Zona Sul, São Paulo",45.0,2.0,1200
sul,"Rua Diogo Vaz, Cambuci, São Paulo Zona Sul, São Paulo",38.0,1.0,1200
sul,"Avenida Do Cursino, Vila Moraes, São Paulo Zona Sul, São Paulo",63.0,2.0,1800
sul,"Rua José Da Silva Ribeiro, Vila Andrade, São Paulo Zona Sul, São Paulo",67.0,3.0,2200
sul,"Rua Doutor Pinto Ferraz, Vila Mariana, São Paulo Zona Sul, São Paulo",39.0,1.0,2000
sul,"Rua Das Uvaias, Saúde, São Paulo Zona Sul, São Paulo",52.0,2.0,2500
sul,"Avenida Doutor Altino Arantes, Vila Clementino, São Paulo Zona Sul, São Paulo",69.0,3.0,2150
sul,"Rua Maracá, Vila Guarani (z Sul), São Paulo Zona Sul, São Paulo",68.0,2.0,2500
sul,"Rua Doutor Renato Paes De Barros, Itaim Bibi, São Paulo Zona Sul, São Paulo",185.0,3.0,15000
sul,"Rua Gomes De Carvalho, Vila Olímpia, São Paulo Zona Sul, São Paulo",30.0,1.0,2520
sul,"Rua Três De Maio, Vila Clementino, São Paulo Zona Sul, São Paulo",72.0,2.0,2020
sul,"Rua Leopoldo De Bulhões, Vila Clementino, São Paulo Zona Sul, São Paulo",57.0,2.0,3162
sul,"Rua Itacoarati, Vila Nair, São Paulo Zona Sul, São Paulo",26.0,1.0,1750
sul,"Rua Bagé, Vila Mariana, São Paulo Zona Sul, São Paulo",90.0,2.0,2300
sul,"Avenida Doutor Lino De Moraes Leme, Campo Belo, São Paulo Zona Sul, São Paulo",65.0,2.0,1000
sul,"Avenida Macuco, Moema, São Paulo Zona Sul, São Paulo",37.0,1.0,1600
sul,"Avenida Macuco, Moema, São Paulo Zona Sul, São Paulo",37.0,1.0,1600
sul,"Rua Pamplona, Jardim Paulista, São Paulo Zona Sul, São Paulo",320.0,2.0,6500
sul,"Rua Padre Machado, Bosque Da Saúde, São Paulo Zona Sul, São Paulo",64.0,3.0,2200
sul,"Rua Gaivota, Moema, São Paulo Zona Sul, São Paulo",300.0,5.0,10000
sul,"Avenida Moreira Guimarães, Indianópolis, São Paulo Zona Sul, São Paulo",55.0,1.0,1300
sul,"Rua Paulo Orozimbo, Cambuci, São Paulo Zona Sul, São Paulo",150.0,4.0,4000
sul,"Avenida Chibarás, Moema, São Paulo Zona Sul, São Paulo",30.0,1.0,2319
sul,"Rua Abílio Soares, Paraíso, São Paulo Zona Sul, São Paulo",124.0,2.0,3500
sul,"Rua Vicente Leporace, Campo Belo, São Paulo Zona Sul, São Paulo",75.0,2.0,2400
sul,"Rua Itatupã, Vila Andrade, São Paulo Zona Sul, São Paulo",83.0,2.0,3570
sul,"Rua Sabino, Bosque Da Saúde, São Paulo Zona Sul, São Paulo",25.0,1.0,1250
sul,"Avenida João Peixoto Viegas, Jardim Consórcio, São Paulo Zona Sul, São Paulo",114.0,3.0,4500
sul,"Avenida Assaré, Jardim Sabará, São Paulo Zona Sul, São Paulo",115.0,2.0,2856
sul,"Rua Pedro Morganti, Vila Mariana, São Paulo Zona Sul, São Paulo",69.0,2.0,2350
sul,"Avenida Afonso Mariano Fagundes, Saúde, São Paulo Zona Sul, São Paulo",94.0,2.0,2373
sul,"Rua Giácomo Cozzarelli, Vila Santa Teresa (zona Sul), São Paulo Zona Sul, São Paulo",49.0,2.0,1300
sul,"Avenida Macuco, Moema, São Paulo Zona Sul, São Paulo",90.0,2.0,3500
sul,"Rua Diogo Vaz, Cambuci, São Paulo Zona Sul, São Paulo",70.0,2.0,1500
sul,"Rua Tibiriçá, Brooklin Paulista, São Paulo Zona Sul, São Paulo",109.0,2.0,1600
sul,"Rua Antônio Pacheco Valente, Santo Amaro, São Paulo Zona Sul, São Paulo",138.0,3.0,10000
sul,"Rua Fiandeiras, Vila Olímpia, São Paulo Zona Sul, São Paulo",81.0,2.0,5000
sul,"Rua Palmares, Brooklin Paulista, São Paulo Zona Sul, São Paulo",196.0,3.0,4080
sul,"Avenida Interlagos, Jardim Marajoara, São Paulo Zona Sul, São Paulo",65.0,2.0,2900
sul,"Rua Abagiba, Saúde, São Paulo Zona Sul, São Paulo",52.0,2.0,2020
sul,"Rua Leopoldo Couto De Magalhães Júnior, Itaim Bibi, São Paulo Zona Sul, São Paulo",50.0,1.0,2520
sul,"Rua Salvador Iacona, Vila Santa Catarina, São Paulo Zona Sul, São Paulo",52.0,2.0,1600
sul,"Rua Borges Lagoa, Vila Clementino, São Paulo Zona Sul, São Paulo",40.0,1.0,2520
sul,"Rua Pascal, Campo Belo, São Paulo Zona Sul, São Paulo",380.0,3.0,15000
sul,"Rua São Paulo Antigo, Real Parque, São Paulo Zona Sul, São Paulo",183.0,3.0,6000
sul,"Rua José Benedito Salinas, Jardim Itapeva, São Paulo Zona Sul, São Paulo",80.0,3.0,2200
sul,"Rua Antônio Gil, Vila Inglesa, São Paulo Zona Sul, São Paulo",170.0,2.0,2970
sul,"Rua Bagé, Vila Mariana, São Paulo Zona Sul, São Paulo",137.0,3.0,4500
sul,"Rua Peixoto Gomide, Jardim Paulista, São Paulo Zona Sul, São Paulo",45.0,1.0,1500
sul,"Rua Dom Vilares, Vila Das Mercês, São Paulo Zona Sul, São Paulo",57.0,2.0,2600
sul,"Rua Desembargador Aragão, Vila Mariana, São Paulo Zona Sul, São Paulo",40.0,1.0,3270
sul,"Avenida Itaboraí, Bosque Da Saúde, São Paulo Zona Sul, São Paulo",45.0,1.0,1055
sul,"Avenida Itaboraí, Bosque Da Saúde, São Paulo Zona Sul, São Paulo",69.0,2.0,2500
sul,"Rua Miguel Yunes, Usina Piratininga, São Paulo Zona Sul, São Paulo",69.0,1.0,4000
sul,"Rua Marcos Fernandes, Jardim Da Saúde, São Paulo Zona Sul, São Paulo",380.0,4.0,13500
sul,"Rua Doutor Renato Paes De Barros, Itaim Bibi, São Paulo Zona Sul, São Paulo",50.0,1.0,2020
sul,"Rua Batataes, Jardim Paulista, São Paulo Zona Sul, São Paulo",185.0,2.0,5500
sul,"Alameda Franca, Jardim Paulista, São Paulo Zona Sul, São Paulo",72.0,2.0,5500
sul,"Rua Iubatinga, Vila Andrade, São Paulo Zona Sul, São Paulo",301.0,4.0,6500
sul,"Rua Camarujipe, Vila Constança, São Paulo Zona Sul, São Paulo",90.0,3.0,1320
sul,"Rua Volta Redonda, Campo Belo, São Paulo Zona Sul, São Paulo",222.0,3.0,13000
sul,"Rua Da Paz 1313, Chácara Santo Antônio, São Paulo Zona Sul, São Paulo",95.0,3.0,2856
sul,"Rua Santa Justina, Vila Olímpia, São Paulo Zona Sul, São Paulo",60.0,2.0,3900
sul,"Rua Doutor Chibata Miyakoshi, Paraíso Do Morumbi, São Paulo Zona Sul, São Paulo",44.0,1.0,3000
sul,"Rua José Maria Lisboa, Jardim Paulista, São Paulo Zona Sul, São Paulo",224.0,3.0,14530
sul,"Rua Do Estilo Barroco, Santo Amaro, São Paulo Zona Sul, São Paulo",245.0,4.0,5330
sul,"Rua Nelson Gama De Oliveira, Vila Andrade, São Paulo Zona Sul, São Paulo",55.0,2.0,2400
sul,"Rua Alfredo Jorel, Jardim Celeste, São Paulo Zona Sul, São Paulo",50.0,2.0,2000
sul,"Rua Indiana, Brooklin Paulista, São Paulo Zona Sul, São Paulo",38.0,1.0,1996
sul,"Rua Alexandre Dumas, Chácara Santo Antônio, São Paulo Zona Sul, São Paulo",137.0,2.0,2080
sul,"Avenida Jurema, Indianópolis, São Paulo Zona Sul, São Paulo",44.0,1.0,2000
sul,"Avenida Barro Branco, Vila Do Encontro, São Paulo Zona Sul, São Paulo",51.0,2.0,1320
sul,"Rua Pereira Caldas, Jardim Da Glória, São Paulo Zona Sul, São Paulo",71.0,2.0,3264
sul,"Rua Albertina Alves Jorge, Vila Cruzeiro, São Paulo Zona Sul, São Paulo",500.0,4.0,15000
sul,"Rua Mirassol, Vila Clementino, São Paulo Zona Sul, São Paulo",190.0,4.0,3763
sul,"Rua Moacir Guimarães, São João Climaco, São Paulo Zona Sul, São Paulo",83.0,2.0,1260
sul,"Rua Coronel Luís Alves, Vila Mariana, São Paulo Zona Sul, São Paulo",775.0,3.0,10000
sul,"Rua Francisco Justino De Azevedo, Aclimação, São Paulo Zona Sul, São Paulo",66.0,3.0,4080
sul,"Rua São Benedito, Santo Amaro, São Paulo Zona Sul, São Paulo",188.0,3.0,2505
sul,"Avenida Marginal Esquerda Anchieta, Vila Arapuã, São Paulo Zona Sul, São Paulo",61.0,3.0,1050
sul,"Rua Casa Do Ator, Vila Olímpia, São Paulo Zona Sul, São Paulo",116.0,2.0,6000
sul,"Rua Mercedes Salano Castineiras, Jardim Patente Novo, São Paulo Zona Sul, São Paulo",57.0,2.0,1260
sul,"Rua Ingles De Sousa, Jardim Da Glória, São Paulo Zona Sul, São Paulo",86.0,3.0,3000
sul,"Rua Nossa Senhora Da Saúde, Vila Das Mercês, São Paulo Zona Sul, São Paulo",69.0,2.0,1850
sul,"Avenida Miguel Yunes, Usina Piratininga, São Paulo Zona Sul, São Paulo",70.0,3.0,3957
sul,"Rua Alvorada, Vila Olímpia, São Paulo Zona Sul, São Paulo",156.0,3.0,14000
sul,"Alameda Jau, Jardim Paulista, São Paulo Zona Sul, São Paulo",162.0,3.0,4966
sul,"Alameda Dos Aicás, Indianópolis, São Paulo Zona Sul, São Paulo",94.0,3.0,4400
sul,"Alameda Dos Aicás, Indianópolis, São Paulo Zona Sul, São Paulo",70.0,3.0,2000
sul,"Rua Backer, Cambuci, São Paulo Zona Sul, São Paulo",110.0,3.0,2600
sul,"Avenida Yervant Kissajikian, Vila Constança, São Paulo Zona Sul, São Paulo",54.0,2.0,1600
sul,"Rua Frei Duarte Jorge De Mendonça, Vila Andrade, São Paulo Zona Sul, São Paulo",42.0,1.0,1800
sul,"Rua Francisco José Da Silva, Vila Andrade, São Paulo Zona Sul, São Paulo",38.0,1.0,1400
sul,"Rua Doutor Pinto Nazário, Jardim Vergueiro (sacomã), São Paulo Zona Sul, São Paulo",48.0,1.0,1155
sul,"Rua Marília, Jardim Paulista, São Paulo Zona Sul, São Paulo",69.0,2.0,3800
sul,"Alameda Dos Anapurus 1441, Indianópolis, São Paulo Zona Sul, São Paulo",80.0,2.0,3200
sul,"Rua Fagundes Dias, Saúde, São Paulo Zona Sul, São Paulo",66.0,2.0,2000
sul,"Rua Batataes, Jardim Paulista, São Paulo Zona Sul, São Paulo",54.0,1.0,5000
sul,"Rua Das Fiandeiras, Vila Olímpia, São Paulo Zona Sul, São Paulo",65.0,2.0,3570
sul,"Rua Pamplona, Jardim Paulista, São Paulo Zona Sul, São Paulo",98.0,2.0,4200
sul,"Rua Abrahão Mussa, Jardim Patente Novo, São Paulo Zona Sul, São Paulo",70.0,1.0,1155
sul,"Rua Abrahão Mussa, Jardim Patente Novo, São Paulo Zona Sul, São Paulo",70.0,1.0,1100
sul,"Alameda Jaú, Jardim Paulista, São Paulo Zona Sul, São Paulo",140.0,2.0,8000
sul,"Avenida Professor Francisco Morato, Vila Sônia, São Paulo Zona Sul, São Paulo",63.0,2.0,2600
sul,"Rua Indiana, Brooklin Paulista, São Paulo Zona Sul, São Paulo",30.0,1.0,833
sul,"Rua Coronel Luís Barroso, Santo Amaro, São Paulo Zona Sul, São Paulo",60.0,2.0,3650
sul,"Rua Diogo Jácome, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",52.0,1.0,4000
sul,"Alameda Dos Maracatins, Indianópolis, São Paulo Zona Sul, São Paulo",44.0,1.0,5200
sul,"Avenida Yervant Kissajikian, Jardim Marajoara, São Paulo Zona Sul, São Paulo",50.0,2.0,1700
sul,"Alameda Dos Anapurus, Indianópolis, São Paulo Zona Sul, São Paulo",90.0,2.0,5000
sul,"Avenida Doutor Altino Arantes, Vila Clementino, São Paulo Zona Sul, São Paulo",60.0,2.0,1976
sul,"Avenida Eulália, Vila Fachini, São Paulo Zona Sul, São Paulo",55.0,1.0,990
sul,"Rua Casa Do Ator, Vila Olímpia, São Paulo Zona Sul, São Paulo",76.0,2.0,3876
sul,"Rua Humberto I, Vila Mariana, São Paulo Zona Sul, São Paulo",21.0,1.0,2704
sul,"Rua Padre José De Anchieta, Santo Amaro, São Paulo Zona Sul, São Paulo",90.0,2.0,4360
sul,"Rua Edson, Campo Belo, São Paulo Zona Sul, São Paulo",49.0,1.0,2000
sul,"Rua 0, Vila Olímpia, São Paulo Zona Sul, São Paulo",45.0,1.0,3600
sul,"Rua Cantori, Vila Andrade, São Paulo Zona Sul, São Paulo",41.0,2.0,1470
sul,"Rua Doutor Guilherme Bannitz, Itaim Bibi, São Paulo Zona Sul, São Paulo",40.0,1.0,3600
sul,"Rua Guatapara, Vila Guarani (z Sul), São Paulo Zona Sul, São Paulo",86.0,2.0,2080
sul,"Alameda Jurupis, Indianópolis, São Paulo Zona Sul, São Paulo",80.0,2.0,5500
sul,"Rua Boa Vizinhança, Vila Brasílio Machado, São Paulo Zona Sul, São Paulo",130.0,2.0,2900
sul,"Avenida Jurucê, Indianópolis, São Paulo Zona Sul, São Paulo",70.0,2.0,3000
sul,"Rua Viaza, Jardim Aeroporto, São Paulo Zona Sul, São Paulo",45.0,1.0,2250
sul,"Rua Clodomiro Amazonas, Vila Olímpia, São Paulo Zona Sul, São Paulo",90.0,2.0,3000
sul,"Rua Demóstenes, Campo Belo, São Paulo Zona Sul, São Paulo",46.0,1.0,2400
sul,"Rua Alvorada, Vila Olímpia, São Paulo Zona Sul, São Paulo",60.0,2.0,3980
sul,"Rua Nelson Gama De Oliveira, Vila Andrade, São Paulo Zona Sul, São Paulo",100.0,2.0,3000
sul,"Rua Guaratuba, Vila Guarani (z Sul), São Paulo Zona Sul, São Paulo",78.0,3.0,2000
sul,"Rua Geórgia, Brooklin Paulista, São Paulo Zona Sul, São Paulo",72.0,2.0,2080
sul,"Rua Padre Guido Del Toro, Chácara Inglesa, São Paulo Zona Sul, São Paulo",108.0,3.0,1800
sul,"Avenida Juriti, Vila Uberabinha, São Paulo Zona Sul, São Paulo",130.0,3.0,6500
sul,"Rua Tapes, Jardim Aeroporto, São Paulo Zona Sul, São Paulo",170.0,3.0,2700
sul,"Rua Conde De Porto Alegre, Campo Belo, São Paulo Zona Sul, São Paulo",233.0,3.0,15000
sul,"Rua Luís Correia De Melo, Vila Cruzeiro, São Paulo Zona Sul, São Paulo",95.0,1.0,5200
